SMILES,T_g (K)
C=CC(=O)NC(O)(C(=O)OCC)C(F)(F)F,347.33296395623546
C=CN1CC(C)OC1=O,264.44333742513004
C=C(C)C(=O)N1CCc2c(noc2-c2ccc(Cl)cc2)C1,362.38824700352905
C=CC(=O)NCc1cccnc1OC,350.9322194085166
C=CC(=O)N1C2CC3CCC2(CS1(=O)=O)C3(C)C,365.0666862821678
C=CC(=O)N1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,396.2316976732361
C=CC(=O)OCCN1C(=O)c2ccccc2C1=O,313.46049935046426
C=CC(=O)N1CCC(C)(OC)C1,282.5674915499585
C=CC(=O)NCC(C(C)C)N1CCCC1,287.75802727601877
C=C(C)C(=O)OCC[N+](C)(C)CCCS(=O)(=O)[O-],392.0244899685452
C=CC(=O)N(CC)C(C)(C)C(=O)O,318.39648488702784
C=C(C)C(=O)OCCCCCCCCCCOc1ccc(N=Nc2ccc(Cl)cc2)cc1,305.6554312042228
C=CC(=O)NC(C)c1nnc2n1CCC2,363.06278041142633
C=C(C)C(=O)Nc1ccc(Nc2nc(C)cc(C)n2)cc1,400.19678799832536
C=CC(=O)Nc1ccc2c(c1Oc1ccc(C(C)(C)C)cc1)C(=O)c1ccccc1C2=O,296.27273743753165
C=CC(=O)N1CCC(OCCOCC)CC1,282.6420193841097
C=C(C)C(=O)NC(c1ccc(C(C)(C)C)cc1)c1nccn1C,400.4968037564381
C=CC(=O)NC(CN)CN,372.27156634781466
C=CC(=O)N(CC1CC1)C(C)C,252.04597923224415
c1ccccc1,196.493712486228
C=CC(=O)OCCCCOC(=O)c1cc(O)ccc1O,313.7152702453136
C=CC(=O)OCc1ccc([N+](=O)[O-])cc1,287.0824037884578
C=CC(O)=NCCO,298.04595628536777
C=C(C)C(=O)Nc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1,363.0062913993106
C=CC(=O)NCCCOC1CCN(Cc2ccccc2)CC1,335.4108044393548
C=CC(=O)NCCC1CC1,235.45012944545735
C=C(C)C(=O)OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,258.39968174678074
C=CC(=O)N(C=O)CCCN,302.44419662481334
C=CC(=O)Nc1c[nH]c(C)c1C(=O)OCC,372.29991067307265
C=C(C)C(=O)NCC(OCC)OCC,283.26460998080944
C=C(C)C(=O)NCc1cccc(-c2nc(-c3ccccc3)cs2)c1,363.58429050697623
C=C(C)C(=O)OCC(C)(C)C,224.98765848423312
C=CC(=O)Nc1ccc2c(c1)oc(=O)n2C(C)C,371.2103508716168
C=CC(=O)N(CC)CCC,241.08813551536463
C=C(C)C(=O)NCCCNC(=O)OC(C)(C)C,337.5731463020724
C=CC(=O)N1c2ccccc2Sc2ccc(NC(=O)OCC)cc21,378.83098826446735
C=CC(=O)Nc1cccc2cccnc12,329.90369479543085
C=CC(=O)OC1CCS(=O)(=O)C1,287.95800883743823
C=CC(=O)N(CCCN1CCOCC1)Cc1ccc2c(c1)CCCN2CCCC,377.365051880692
C=C(C)C(=O)OCCCl,209.15415346088213
C=CC(=O)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,385.08713128535
C=CC(=O)N(C)CC1CC1C,252.94740943909093
C=CC(=O)NC(C)c1ccc(N)cc1,353.26680861943873
C=CC(=O)N1CC(=O)C1,273.566095649281
C=CC(=O)OCC(O)CO,286.4025245201753
C=CC(=O)N[C@@H](C)c1ccccc1C,329.62829974044325
C=CC(=O)NCC(CO)Cc1ccccc1OC(F)(F)F,317.1068623925725
C=CC(=O)Nc1ccc(Br)cc1C,308.5259760924804
C=CC(=O)OCCCC,214.86983447776385
C=CC(=O)Nc1cccc(F)c1,296.05141653956684
C=CC(=O)OCCCCOc1ccc(SC)cc1,291.3656255920985
C=CCN(C(=O)C=C)C(C)C,240.20447364965315
C=CC(=O)NCC(=O)N1CCOCC1,345.7454965190855
