regime,base_regime,cutoff,model,seed,fold,frac,RMSE,MAE,R2,optuna_best_rmse_innercv,alpha,nominal_coverage,cov,width,qhat
scaffold,scaffold,,svr,43,0,0.4,63.18642905707333,40.9885756789365,-0.02531482245757366,26.08924898727871,0.05,0.95,0.7314814814814815,97.86391063835696,48.931955319178485
scaffold,scaffold,,svr,43,0,0.4,63.18642905707333,40.9885756789365,-0.02531482245757366,26.08924898727871,0.1,0.9,0.7222222222222222,95.45638568838513,47.72819284419256
scaffold,scaffold,,svr,43,0,0.4,63.18642905707333,40.9885756789365,-0.02531482245757366,26.08924898727871,0.2,0.8,0.48148148148148145,55.74582818404826,27.872914092024132
scaffold,scaffold,,xgb,43,0,0.6,56.85440648820031,27.98710770105861,0.16988574473566165,24.219927647343866,0.05,0.95,0.7870370370370371,72.54129742757549,36.27064871378775
scaffold,scaffold,,xgb,43,0,0.6,56.85440648820031,27.98710770105861,0.16988574473566165,24.219927647343866,0.1,0.9,0.7314814814814815,64.34685501211312,32.173427506056555
scaffold,scaffold,,xgb,43,0,0.6,56.85440648820031,27.98710770105861,0.16988574473566165,24.219927647343866,0.2,0.8,0.6666666666666666,51.92230498236371,25.96115249118185
scaffold,scaffold,,svr,43,0,0.6,58.63845560954338,35.18382202288918,0.11697162650628024,23.634727589099768,0.05,0.95,0.8518518518518519,132.9126774535962,66.4563387267981
scaffold,scaffold,,svr,43,0,0.6,58.63845560954338,35.18382202288918,0.11697162650628024,23.634727589099768,0.1,0.9,0.6759259259259259,66.22667530128022,33.11333765064012
scaffold,scaffold,,svr,43,0,0.6,58.63845560954338,35.18382202288918,0.11697162650628024,23.634727589099768,0.2,0.8,0.6481481481481481,53.75645744840869,26.878228724204348
scaffold,scaffold,,xgb,43,0,0.8,62.26529581853458,29.735050796342584,0.004361405759533921,23.543413902100312,0.05,0.95,0.8518518518518519,94.4760570210168,47.2380285105084
scaffold,scaffold,,xgb,43,0,0.8,62.26529581853458,29.735050796342584,0.004361405759533921,23.543413902100312,0.1,0.9,0.8333333333333334,83.55394289069453,41.77697144534727
scaffold,scaffold,,xgb,43,0,0.8,62.26529581853458,29.735050796342584,0.004361405759533921,23.543413902100312,0.2,0.8,0.7037037037037037,59.30186609622342,29.65093304811171
scaffold,scaffold,,svr,43,0,0.8,62.54466983764807,28.336973632891247,-0.004593167436791168,26.644320896984613,0.05,0.95,0.8796296296296297,126.43673914473126,63.218369572365646
scaffold,scaffold,,svr,43,0,0.8,62.54466983764807,28.336973632891247,-0.004593167436791168,26.644320896984613,0.1,0.9,0.8425925925925926,98.1941309108345,49.09706545541724
scaffold,scaffold,,svr,43,0,0.8,62.54466983764807,28.336973632891247,-0.004593167436791168,26.644320896984613,0.2,0.8,0.8148148148148148,69.06937962564837,34.53468981282418
scaffold,scaffold,,xgb,43,0,1.0,59.27839714507678,26.78111483892338,0.09759287518282334,22.817538535546174,0.05,0.95,0.8611111111111112,89.41369945790905,44.70684972895452
scaffold,scaffold,,xgb,43,0,1.0,59.27839714507678,26.78111483892338,0.09759287518282334,22.817538535546174,0.1,0.9,0.8425925925925926,73.58851001946641,36.794255009733206
scaffold,scaffold,,xgb,43,0,1.0,59.27839714507678,26.78111483892338,0.09759287518282334,22.817538535546174,0.2,0.8,0.7870370370370371,64.167677417169,32.083838708584494
scaffold,scaffold,,svr,43,0,1.0,57.140897154357795,26.05293224759777,0.16149873690627203,24.025528663793125,0.05,0.95,0.8796296296296297,101.73827240202135,50.86913620101069
scaffold,scaffold,,svr,43,0,1.0,57.140897154357795,26.05293224759777,0.16149873690627203,24.025528663793125,0.1,0.9,0.8518518518518519,85.65247662044149,42.82623831022073
scaffold,scaffold,,svr,43,0,1.0,57.140897154357795,26.05293224759777,0.16149873690627203,24.025528663793125,0.2,0.8,0.8055555555555556,72.75797737777943,36.378988688889706
scaffold,scaffold,,xgb,43,1,0.2,27.840458498078167,21.673466729159294,0.5256195274139982,34.848924791835664,0.05,0.95,0.9473684210526315,112.76237838428747,56.38118919214372
scaffold,scaffold,,xgb,43,1,0.2,27.840458498078167,21.673466729159294,0.5256195274139982,34.848924791835664,0.1,0.9,0.9473684210526315,112.76237838428747,56.38118919214372
scaffold,scaffold,,xgb,43,1,0.2,27.840458498078167,21.673466729159294,0.5256195274139982,34.848924791835664,0.2,0.8,0.8947368421052632,92.5519597074904,46.27597985374521
scaffold,scaffold,,svr,43,1,0.2,27.950088002965018,21.025382156783078,0.521876163019712,35.421270376878326,0.05,0.95,0.881578947368421,90.1824625270972,45.09123126354859
scaffold,scaffold,,svr,43,1,0.2,27.950088002965018,21.025382156783078,0.521876163019712,35.421270376878326,0.1,0.9,0.881578947368421,90.1824625270972,45.09123126354859
scaffold,scaffold,,svr,43,1,0.2,27.950088002965018,21.025382156783078,0.521876163019712,35.421270376878326,0.2,0.8,0.8026315789473685,66.87308454373733,33.43654227186866
scaffold,scaffold,,xgb,43,1,0.4,31.87250075472321,24.700920247684255,0.37826356737540623,23.490838909461086,0.05,0.95,1.0,1029.6887377609767,514.8443688804882
scaffold,scaffold,,xgb,43,1,0.4,31.87250075472321,24.700920247684255,0.37826356737540623,23.490838909461086,0.1,0.9,0.9605263157894737,130.85932791268854,65.42966395634426
scaffold,scaffold,,xgb,43,1,0.4,31.87250075472321,24.700920247684255,0.37826356737540623,23.490838909461086,0.2,0.8,0.7236842105263158,65.30429774582626,32.65214887291313
scaffold,scaffold,,svr,43,1,0.4,29.228160518675523,20.98366756707164,0.47715012996193285,26.038069860944976,0.05,0.95,1.0,856.2880123243241,428.14400616216216
scaffold,scaffold,,svr,43,1,0.4,29.228160518675523,20.98366756707164,0.47715012996193285,26.038069860944976,0.1,0.9,0.9868421052631579,145.45053068382003,72.72526534191002
scaffold,scaffold,,svr,43,1,0.4,29.228160518675523,20.98366756707164,0.47715012996193285,26.038069860944976,0.2,0.8,0.8157894736842105,67.34403699814699,33.67201849907349
scaffold,scaffold,,xgb,43,1,0.6,56.11824018087963,26.68683577026977,-0.927445574937487,39.8317659749111,0.05,0.95,0.9342105263157895,124.27599729290544,62.13799864645273
scaffold,scaffold,,xgb,43,1,0.6,56.11824018087963,26.68683577026977,-0.927445574937487,39.8317659749111,0.1,0.9,0.881578947368421,89.46571430453038,44.73285715226518
scaffold,scaffold,,xgb,43,1,0.6,56.11824018087963,26.68683577026977,-0.927445574937487,39.8317659749111,0.2,0.8,0.8026315789473685,70.47111317336055,35.235556586680275
scaffold,scaffold,,svr,43,1,0.6,29.726840632378376,20.47776213011274,0.4591565847758534,40.61339494439564,0.05,0.95,0.9473684210526315,103.83153511101955,51.915767555509774
scaffold,scaffold,,svr,43,1,0.6,29.726840632378376,20.47776213011274,0.4591565847758534,40.61339494439564,0.1,0.9,0.9342105263157895,96.5101802312156,48.2550901156078
scaffold,scaffold,,svr,43,1,0.6,29.726840632378376,20.47776213011274,0.4591565847758534,40.61339494439564,0.2,0.8,0.8421052631578947,72.29648272181042,36.14824136090522
scaffold,scaffold,,xgb,43,1,0.8,27.33465646503263,21.29881550212717,0.5426999202218757,25.425124584709057,0.05,0.95,1.0,170.3009606718117,85.15048033590585
scaffold,scaffold,,xgb,43,1,0.8,27.33465646503263,21.29881550212717,0.5426999202218757,25.425124584709057,0.1,0.9,0.9868421052631579,132.11970012375969,66.05985006187984
scaffold,scaffold,,xgb,43,1,0.8,27.33465646503263,21.29881550212717,0.5426999202218757,25.425124584709057,0.2,0.8,0.7894736842105263,70.97624959829479,35.488124799147386
scaffold,scaffold,,svr,43,1,0.8,30.538541593171633,22.33066527215287,0.4292175350066213,25.454389092550894,0.05,0.95,0.9868421052631579,157.8105704310444,78.90528521552221
scaffold,scaffold,,svr,43,1,0.8,30.538541593171633,22.33066527215287,0.4292175350066213,25.454389092550894,0.1,0.9,0.9868421052631579,133.92121386594556,66.96060693297278
scaffold,scaffold,,svr,43,1,0.8,30.538541593171633,22.33066527215287,0.4292175350066213,25.454389092550894,0.2,0.8,0.8421052631578947,82.87350692335087,41.43675346167544
scaffold,scaffold,,xgb,43,1,1.0,29.78993737233587,23.172435032723314,0.4568582125227115,24.995290888606835,0.05,0.95,0.9342105263157895,104.86638771250706,52.433193856253524
scaffold,scaffold,,xgb,43,1,1.0,29.78993737233587,23.172435032723314,0.4568582125227115,24.995290888606835,0.1,0.9,0.868421052631579,90.94447981469645,45.47223990734824
scaffold,scaffold,,xgb,43,1,1.0,29.78993737233587,23.172435032723314,0.4568582125227115,24.995290888606835,0.2,0.8,0.631578947368421,50.61417957961056,25.307089789805275
scaffold,scaffold,,svr,43,1,1.0,27.00909644033182,19.825127646968784,0.5535280820190525,25.98847026609283,0.05,0.95,0.9868421052631579,130.42296677850445,65.21148338925224
scaffold,scaffold,,svr,43,1,1.0,27.00909644033182,19.825127646968784,0.5535280820190525,25.98847026609283,0.1,0.9,0.9078947368421053,94.56601681698542,47.28300840849272
scaffold,scaffold,,svr,43,1,1.0,27.00909644033182,19.825127646968784,0.5535280820190525,25.98847026609283,0.2,0.8,0.8026315789473685,69.8533315435466,34.92666577177329
scaffold,scaffold,,xgb,43,2,0.2,35.81150091063347,28.46104515375783,0.08293139416976936,60.247625432877186,0.05,0.95,1.0,767.6900517317853,383.8450258658926
scaffold,scaffold,,xgb,43,2,0.2,35.81150091063347,28.46104515375783,0.08293139416976936,60.247625432877186,0.1,0.9,1.0,767.6900517317853,383.8450258658926
scaffold,scaffold,,xgb,43,2,0.2,35.81150091063347,28.46104515375783,0.08293139416976936,60.247625432877186,0.2,0.8,0.7763157894736842,88.0037666446068,44.0018833223034
scaffold,scaffold,,svr,43,2,0.2,25.622485145278034,22.096768220279763,0.5305392590453932,55.82577317859678,0.05,0.95,0.8421052631578947,70.33215975127699,35.1660798756385
scaffold,scaffold,,svr,43,2,0.2,25.622485145278034,22.096768220279763,0.5305392590453932,55.82577317859678,0.1,0.9,0.8421052631578947,70.33215975127699,35.1660798756385
scaffold,scaffold,,svr,43,2,0.2,25.622485145278034,22.096768220279763,0.5305392590453932,55.82577317859678,0.2,0.8,0.6710526315789473,53.231994504175205,26.615997252087595
scaffold,scaffold,,xgb,43,2,0.4,25.107826365000438,20.18638273285125,0.5492092322810921,25.628029230908336,0.05,0.95,1.0,185.84590573022615,92.92295286511307
scaffold,scaffold,,xgb,43,2,0.4,25.107826365000438,20.18638273285125,0.5492092322810921,25.628029230908336,0.1,0.9,1.0,146.55930701203556,73.27965350601778
scaffold,scaffold,,xgb,43,2,0.4,25.107826365000438,20.18638273285125,0.5492092322810921,25.628029230908336,0.2,0.8,0.8947368421052632,86.1966029118156,43.0983014559078
scaffold,scaffold,,svr,43,2,0.4,25.395611987592023,21.25233331708776,0.5388160912690243,26.9157968398613,0.05,0.95,1.0,147.61702162137342,73.8085108106867
scaffold,scaffold,,svr,43,2,0.4,25.395611987592023,21.25233331708776,0.5388160912690243,26.9157968398613,0.1,0.9,1.0,131.2710024044702,65.6355012022351
scaffold,scaffold,,svr,43,2,0.4,25.395611987592023,21.25233331708776,0.5388160912690243,26.9157968398613,0.2,0.8,0.8289473684210527,72.1431254335637,36.07156271678184
scaffold,scaffold,,xgb,43,2,0.6,25.800216167762898,19.71557214348177,0.5240038179256079,25.743963575851108,0.05,0.95,0.9210526315789473,93.99359023345005,46.996795116725025
scaffold,scaffold,,xgb,43,2,0.6,25.800216167762898,19.71557214348177,0.5240038179256079,25.743963575851108,0.1,0.9,0.8947368421052632,76.72705228281029,38.363526141405146
scaffold,scaffold,,xgb,43,2,0.6,25.800216167762898,19.71557214348177,0.5240038179256079,25.743963575851108,0.2,0.8,0.8157894736842105,63.33531106014449,31.66765553007224
scaffold,scaffold,,svr,43,2,0.6,37.51908103866252,27.841876494114743,-0.0066098250268809,24.46590529057961,0.05,0.95,0.8026315789473685,89.5972368828137,44.79861844140686
scaffold,scaffold,,svr,43,2,0.6,37.51908103866252,27.841876494114743,-0.0066098250268809,24.46590529057961,0.1,0.9,0.7631578947368421,74.52928448327191,37.264642241635954
scaffold,scaffold,,svr,43,2,0.6,37.51908103866252,27.841876494114743,-0.0066098250268809,24.46590529057961,0.2,0.8,0.6973684210526315,61.51120192341157,30.755600961705795
scaffold,scaffold,,xgb,43,2,0.8,24.4312806411427,20.19208015530715,0.5731755938466803,39.79926013269122,0.05,0.95,0.8552631578947368,75.20087099209447,37.600435496047226
scaffold,scaffold,,xgb,43,2,0.8,24.4312806411427,20.19208015530715,0.5731755938466803,39.79926013269122,0.1,0.9,0.7763157894736842,62.49999151464849,31.249995757324257
scaffold,scaffold,,xgb,43,2,0.8,24.4312806411427,20.19208015530715,0.5731755938466803,39.79926013269122,0.2,0.8,0.6578947368421053,50.21722134220384,25.10861067110193
scaffold,scaffold,,svr,43,2,0.8,25.034096860665322,20.841860046438313,0.5518528526029438,39.02422232366408,0.05,0.95,1.0,135.8884402952829,67.94422014764146
scaffold,scaffold,,svr,43,2,0.8,25.034096860665322,20.841860046438313,0.5518528526029438,39.02422232366408,0.1,0.9,0.881578947368421,82.43013360967586,41.21506680483793
scaffold,scaffold,,svr,43,2,0.8,25.034096860665322,20.841860046438313,0.5518528526029438,39.02422232366408,0.2,0.8,0.7105263157894737,53.16936073884937,26.58468036942469
scaffold,scaffold,,xgb,43,2,1.0,23.72944233253923,18.335542519531575,0.5973461613491067,41.503074062402426,0.05,0.95,0.9736842105263158,104.76492877104353,52.38246438552176
scaffold,scaffold,,xgb,43,2,1.0,23.72944233253923,18.335542519531575,0.5973461613491067,41.503074062402426,0.1,0.9,0.9342105263157895,86.79076993116632,43.39538496558316
scaffold,scaffold,,xgb,43,2,1.0,23.72944233253923,18.335542519531575,0.5973461613491067,41.503074062402426,0.2,0.8,0.7763157894736842,55.48912308714695,27.744561543573468
scaffold,scaffold,,svr,43,2,1.0,27.060253291506996,22.149820375909286,0.47637485378609556,37.59759238798048,0.05,0.95,0.9868421052631579,135.38345667262192,67.69172833631097
scaffold,scaffold,,svr,43,2,1.0,27.060253291506996,22.149820375909286,0.47637485378609556,37.59759238798048,0.1,0.9,0.9736842105263158,114.76785141913591,57.38392570956796
scaffold,scaffold,,svr,43,2,1.0,27.060253291506996,22.149820375909286,0.47637485378609556,37.59759238798048,0.2,0.8,0.631578947368421,53.05875559184768,26.529377795923835
scaffold,scaffold,,xgb,43,3,0.2,22.741222953285277,18.012398429656113,0.7651856176066928,28.957421785208993,0.05,0.95,1.0,151.85327577725067,75.92663788862535
scaffold,scaffold,,xgb,43,3,0.2,22.741222953285277,18.012398429656113,0.7651856176066928,28.957421785208993,0.1,0.9,1.0,151.85327577725067,75.92663788862535
scaffold,scaffold,,xgb,43,3,0.2,22.741222953285277,18.012398429656113,0.7651856176066928,28.957421785208993,0.2,0.8,0.9866666666666667,144.19366423371204,72.09683211685604
scaffold,scaffold,,svr,43,3,0.2,25.09413302461508,20.426044931994078,0.714082028705189,29.136606566098752,0.05,0.95,1.0,151.44226549737053,75.72113274868525
scaffold,scaffold,,svr,43,3,0.2,25.09413302461508,20.426044931994078,0.714082028705189,29.136606566098752,0.1,0.9,1.0,151.44226549737053,75.72113274868525
scaffold,scaffold,,svr,43,3,0.2,25.09413302461508,20.426044931994078,0.714082028705189,29.136606566098752,0.2,0.8,1.0,127.51809425945646,63.75904712972823
scaffold,scaffold,,xgb,43,3,0.4,23.689829486963013,18.21205831771438,0.7451873810472456,46.965613451075704,0.05,0.95,1.0,189.36556929255912,94.68278464627957
scaffold,scaffold,,xgb,43,3,0.4,23.689829486963013,18.21205831771438,0.7451873810472456,46.965613451075704,0.1,0.9,0.9866666666666667,141.46119977553602,70.730599887768
scaffold,scaffold,,xgb,43,3,0.4,23.689829486963013,18.21205831771438,0.7451873810472456,46.965613451075704,0.2,0.8,0.9333333333333333,86.28094756048871,43.14047378024435
scaffold,scaffold,,svr,43,3,0.4,25.55908483146435,19.535862794973415,0.7033887215481816,42.79143858082258,0.05,0.95,1.0,182.72059022185576,91.3602951109279
scaffold,scaffold,,svr,43,3,0.4,25.55908483146435,19.535862794973415,0.7033887215481816,42.79143858082258,0.1,0.9,1.0,175.16115846815356,87.58057923407677
scaffold,scaffold,,svr,43,3,0.4,25.55908483146435,19.535862794973415,0.7033887215481816,42.79143858082258,0.2,0.8,0.9333333333333333,92.84481547153497,46.42240773576748
scaffold,scaffold,,xgb,43,3,0.6,23.84352655001685,18.7186845361797,0.7418702616114204,26.245261422028964,0.05,0.95,1.0,197.31442183162162,98.65721091581082
scaffold,scaffold,,xgb,43,3,0.6,23.84352655001685,18.7186845361797,0.7418702616114204,26.245261422028964,0.1,0.9,0.9733333333333334,128.83265178391594,64.41632589195797
scaffold,scaffold,,xgb,43,3,0.6,23.84352655001685,18.7186845361797,0.7418702616114204,26.245261422028964,0.2,0.8,0.8266666666666667,61.22854513854465,30.614272569272316
scaffold,scaffold,,svr,43,3,0.6,29.14929465595132,21.253696196380897,0.6142080488972086,26.453343230652475,0.05,0.95,0.9866666666666667,187.7203746469896,93.86018732349481
scaffold,scaffold,,svr,43,3,0.6,29.14929465595132,21.253696196380897,0.6142080488972086,26.453343230652475,0.1,0.9,0.9333333333333333,107.86917028069568,53.93458514034785
scaffold,scaffold,,svr,43,3,0.6,29.14929465595132,21.253696196380897,0.6142080488972086,26.453343230652475,0.2,0.8,0.7466666666666667,58.50828823459789,29.25414411729895
scaffold,scaffold,,xgb,43,3,0.8,21.789128934299658,18.15773667577094,0.7844357192021691,39.7943782555909,0.05,0.95,1.0,149.5341319920217,74.76706599601084
scaffold,scaffold,,xgb,43,3,0.8,21.789128934299658,18.15773667577094,0.7844357192021691,39.7943782555909,0.1,0.9,0.9333333333333333,73.80924546719827,36.904622733599126
scaffold,scaffold,,xgb,43,3,0.8,21.789128934299658,18.15773667577094,0.7844357192021691,39.7943782555909,0.2,0.8,0.8266666666666667,58.11754335327318,29.05877167663658
scaffold,scaffold,,svr,43,3,0.8,23.857462967548088,19.003578240379337,0.7415684224404577,38.008390977477724,0.05,0.95,0.9866666666666667,111.7826615160418,55.8913307580209
scaffold,scaffold,,svr,43,3,0.8,23.857462967548088,19.003578240379337,0.7415684224404577,38.008390977477724,0.1,0.9,0.8666666666666667,70.70048686810958,35.35024343405479
scaffold,scaffold,,svr,43,3,0.8,23.857462967548088,19.003578240379337,0.7415684224404577,38.008390977477724,0.2,0.8,0.6933333333333334,54.92970702196079,27.46485351098039
scaffold,scaffold,,xgb,43,3,1.0,22.29586219051436,18.431019011814445,0.7742927004822984,36.42903807324958,0.05,0.95,1.0,114.84834097639673,57.42417048819834
scaffold,scaffold,,xgb,43,3,1.0,22.29586219051436,18.431019011814445,0.7742927004822984,36.42903807324958,0.1,0.9,0.9466666666666667,83.87068851962931,41.93534425981463
scaffold,scaffold,,xgb,43,3,1.0,22.29586219051436,18.431019011814445,0.7742927004822984,36.42903807324958,0.2,0.8,0.8266666666666667,61.75642246061023,30.878211230305112
scaffold,scaffold,,svr,43,3,1.0,29.336888985084748,22.692202654137212,0.6092264351489767,33.96586665508148,0.05,0.95,0.92,109.11597863330066,54.55798931665032
scaffold,scaffold,,svr,43,3,1.0,29.336888985084748,22.692202654137212,0.6092264351489767,33.96586665508148,0.1,0.9,0.88,86.80912645096792,43.40456322548397
scaffold,scaffold,,svr,43,3,1.0,29.336888985084748,22.692202654137212,0.6092264351489767,33.96586665508148,0.2,0.8,0.6933333333333334,58.25438103831915,29.12719051915957
scaffold,scaffold,,xgb,43,4,0.2,34.572257523618056,25.183999820264816,0.3846827918125454,28.100613648468137,0.05,0.95,0.8533333333333334,87.30279691171654,43.65139845585827
scaffold,scaffold,,xgb,43,4,0.2,34.572257523618056,25.183999820264816,0.3846827918125454,28.100613648468137,0.1,0.9,0.8533333333333334,87.30279691171654,43.65139845585827
scaffold,scaffold,,xgb,43,4,0.2,34.572257523618056,25.183999820264816,0.3846827918125454,28.100613648468137,0.2,0.8,0.8266666666666667,79.44029949053765,39.72014974526883
scaffold,scaffold,,svr,43,4,0.2,41.41482652970198,27.207050068669673,0.11701103630750864,31.13320135784703,0.05,0.95,0.76,65.6298540457394,32.81492702286971
scaffold,scaffold,,svr,43,4,0.2,41.41482652970198,27.207050068669673,0.11701103630750864,31.13320135784703,0.1,0.9,0.76,65.6298540457394,32.81492702286971
scaffold,scaffold,,svr,43,4,0.2,41.41482652970198,27.207050068669673,0.11701103630750864,31.13320135784703,0.2,0.8,0.6933333333333334,55.60832558618222,27.80416279309111
scaffold,scaffold,,xgb,43,4,0.4,28.91291228520518,20.431886311576697,0.5696445972253018,47.42671057655388,0.05,0.95,0.92,128.07957670771407,64.03978835385703
scaffold,scaffold,,xgb,43,4,0.4,28.91291228520518,20.431886311576697,0.5696445972253018,47.42671057655388,0.1,0.9,0.92,104.6083952772726,52.30419763863631
scaffold,scaffold,,xgb,43,4,0.4,28.91291228520518,20.431886311576697,0.5696445972253018,47.42671057655388,0.2,0.8,0.8133333333333334,73.16171683731157,36.580858418655794
scaffold,scaffold,,svr,43,4,0.4,34.73368959482474,24.73282983013847,0.3789230382243822,43.29248269179127,0.05,0.95,0.9333333333333333,138.22574426367922,69.1128721318396
scaffold,scaffold,,svr,43,4,0.4,34.73368959482474,24.73282983013847,0.3789230382243822,43.29248269179127,0.1,0.9,0.92,119.19511628519875,59.59755814259938
scaffold,scaffold,,svr,43,4,0.4,34.73368959482474,24.73282983013847,0.3789230382243822,43.29248269179127,0.2,0.8,0.8533333333333334,84.43736171323769,42.218680856618846
scaffold,scaffold,,xgb,43,4,0.6,26.603009243637366,19.146601342252357,0.6356614606138042,22.3057633391262,0.05,0.95,0.96,125.08505585042312,62.54252792521157
scaffold,scaffold,,xgb,43,4,0.6,26.603009243637366,19.146601342252357,0.6356614606138042,22.3057633391262,0.1,0.9,0.92,104.71816379143864,52.35908189571933
scaffold,scaffold,,xgb,43,4,0.6,26.603009243637366,19.146601342252357,0.6356614606138042,22.3057633391262,0.2,0.8,0.8133333333333334,63.13793161295416,31.56896580647708
scaffold,scaffold,,svr,43,4,0.6,26.22464624057739,18.471191398589607,0.6459514181593453,22.159749465165817,0.05,0.95,0.9866666666666667,169.59428010854487,84.79714005427243
scaffold,scaffold,,svr,43,4,0.6,26.22464624057739,18.471191398589607,0.6459514181593453,22.159749465165817,0.1,0.9,0.96,128.23149670570075,64.11574835285037
scaffold,scaffold,,svr,43,4,0.6,26.22464624057739,18.471191398589607,0.6459514181593453,22.159749465165817,0.2,0.8,0.8666666666666667,74.30521003544222,37.1526050177211
scaffold,scaffold,,xgb,43,4,0.8,27.88451707563151,20.82928464915935,0.5997145196207485,37.67666977993891,0.05,0.95,1.0,178.10507124568412,89.05253562284207
scaffold,scaffold,,xgb,43,4,0.8,27.88451707563151,20.82928464915935,0.5997145196207485,37.67666977993891,0.1,0.9,0.96,131.07464035783372,65.53732017891687
scaffold,scaffold,,xgb,43,4,0.8,27.88451707563151,20.82928464915935,0.5997145196207485,37.67666977993891,0.2,0.8,0.8266666666666667,72.00944103234339,36.00472051617169
scaffold,scaffold,,svr,43,4,0.8,28.193071049187754,21.86928570319212,0.5908068509968689,34.64825789674973,0.05,0.95,1.0,165.69505691446741,82.8475284572337
scaffold,scaffold,,svr,43,4,0.8,28.193071049187754,21.86928570319212,0.5908068509968689,34.64825789674973,0.1,0.9,0.9733333333333334,129.34217188534976,64.67108594267489
scaffold,scaffold,,svr,43,4,0.8,28.193071049187754,21.86928570319212,0.5908068509968689,34.64825789674973,0.2,0.8,0.7866666666666666,72.99607122949804,36.49803561474903
scaffold,scaffold,,xgb,43,4,1.0,27.087705569437972,19.86649536715788,0.6222643082728466,35.95655117105925,0.05,0.95,0.9866666666666667,148.40194624568412,74.20097312284207
scaffold,scaffold,,xgb,43,4,1.0,27.087705569437972,19.86649536715788,0.6222643082728466,35.95655117105925,0.1,0.9,0.88,100.97669322967795,50.488346614838974
scaffold,scaffold,,xgb,43,4,1.0,27.087705569437972,19.86649536715788,0.6222643082728466,35.95655117105925,0.2,0.8,0.8,61.811761736038534,30.905880868019267
scaffold,scaffold,,svr,43,4,1.0,23.565483437423055,18.572206529318912,0.7141117610862608,33.23194520577912,0.05,0.95,1.0,135.82359600450195,67.91179800225098
scaffold,scaffold,,svr,43,4,1.0,23.565483437423055,18.572206529318912,0.7141117610862608,33.23194520577912,0.1,0.9,0.96,92.9155668802348,46.457783440117396
scaffold,scaffold,,svr,43,4,1.0,23.565483437423055,18.572206529318912,0.7141117610862608,33.23194520577912,0.2,0.8,0.8133333333333334,68.2647313249747,34.13236566248736
scaffold,scaffold,,xgb,44,0,0.2,62.78938474365012,38.74176173757072,-0.012469773485986435,26.221617417821435,0.05,0.95,0.8796296296296297,129.4633879491539,64.73169397457696
scaffold,scaffold,,xgb,44,0,0.2,62.78938474365012,38.74176173757072,-0.012469773485986435,26.221617417821435,0.1,0.9,0.8796296296296297,129.4633879491539,64.73169397457696
scaffold,scaffold,,xgb,44,0,0.2,62.78938474365012,38.74176173757072,-0.012469773485986435,26.221617417821435,0.2,0.8,0.7037037037037037,93.09428895874191,46.54714447937096
scaffold,scaffold,,svr,44,0,0.2,57.515559686474155,31.30265599064694,0.1504668857838629,27.860928041982977,0.05,0.95,0.9259259259259259,155.25351955976546,77.62675977988272
scaffold,scaffold,,svr,44,0,0.2,57.515559686474155,31.30265599064694,0.1504668857838629,27.860928041982977,0.1,0.9,0.9259259259259259,155.25351955976546,77.62675977988272
scaffold,scaffold,,svr,44,0,0.2,57.515559686474155,31.30265599064694,0.1504668857838629,27.860928041982977,0.2,0.8,0.7777777777777778,83.88169406679343,41.94084703339672
scaffold,scaffold,,xgb,44,0,0.4,60.63632126684803,32.01306689102067,0.05577541938726194,22.60760920754417,0.05,0.95,0.9166666666666666,145.57944367827557,72.78972183913777
scaffold,scaffold,,xgb,44,0,0.4,60.63632126684803,32.01306689102067,0.05577541938726194,22.60760920754417,0.1,0.9,0.8518518518518519,104.05040794405912,52.025203972029544
scaffold,scaffold,,xgb,44,0,0.4,60.63632126684803,32.01306689102067,0.05577541938726194,22.60760920754417,0.2,0.8,0.7685185185185185,77.19103400772372,38.59551700386186
scaffold,scaffold,,svr,44,0,0.4,58.98018665043765,36.85366163804971,0.10664947563216176,22.513653858741463,0.05,0.95,0.8518518518518519,130.4099151633679,65.20495758168397
scaffold,scaffold,,svr,44,0,0.4,58.98018665043765,36.85366163804971,0.10664947563216176,22.513653858741463,0.1,0.9,0.8240740740740741,118.27322981430937,59.136614907154694
scaffold,scaffold,,svr,44,0,0.4,58.98018665043765,36.85366163804971,0.10664947563216176,22.513653858741463,0.2,0.8,0.6666666666666666,77.76385379691175,38.88192689845587
scaffold,scaffold,,xgb,44,0,0.6,61.33842089164575,29.439117191754836,0.03378273402024401,25.294513677688215,0.05,0.95,0.9074074074074074,121.51966350266594,60.75983175133297
scaffold,scaffold,,xgb,44,0,0.6,61.33842089164575,29.439117191754836,0.03378273402024401,25.294513677688215,0.1,0.9,0.7870370370370371,77.02287142235548,38.51143571117774
scaffold,scaffold,,xgb,44,0,0.6,61.33842089164575,29.439117191754836,0.03378273402024401,25.294513677688215,0.2,0.8,0.6851851851851852,55.60460207038203,27.80230103519102
scaffold,scaffold,,svr,44,0,0.6,57.80311586532047,32.23930004670659,0.14195095817089098,24.961948095638093,0.05,0.95,0.8888888888888888,128.12810798741927,64.06405399370965
scaffold,scaffold,,svr,44,0,0.6,57.80311586532047,32.23930004670659,0.14195095817089098,24.961948095638093,0.1,0.9,0.75,81.80331317061687,40.901656585308444
scaffold,scaffold,,svr,44,0,0.6,57.80311586532047,32.23930004670659,0.14195095817089098,24.961948095638093,0.2,0.8,0.6481481481481481,62.02443461232542,31.01221730616271
